19.15	-0.0237025
19.2	-0.0236465
19.25	-0.0235908
19.3	-0.0235354
19.35	-0.0234801
19.4	-0.0234252
19.45	-0.0233705
19.5	-0.0233161
19.55	-0.0232619
19.6	-0.0232079
19.65	-0.0231543
19.7	-0.0231008
19.75	-0.0230476
19.8	-0.0229947
19.85	-0.022942
19.9	-0.0228895
19.95	-0.0228373
